,timestamp,signal,anomaly
0,1222819200,-1.0,0
1,1222840800,-1.0,0
2,1222862400,-1.0,0
3,1222884000,-1.0,0
4,1222905600,-1.0,0
5,1222927200,-1.0,0
6,1222948800,-1.0,0
7,1222970400,-1.0,0
8,1222992000,-1.0,0
9,1223013600,-1.0,0
10,1223035200,-1.0,0
11,1223056800,-1.0,0
12,1223078400,-1.0,0
13,1223100000,-1.0,0
14,1223121600,-1.0,0
15,1223143200,-1.0,0
16,1223164800,-1.0,0
17,1223186400,-1.0,0
18,1223208000,-1.0,0
19,1223229600,-1.0,0
20,1223251200,-1.0,0
21,1223272800,-1.0,0
22,1223294400,-1.0,0
23,1223316000,-1.0,0
24,1223337600,-1.0,0
25,1223359200,-1.0,0
26,1223380800,-1.0,0
27,1223402400,-1.0,0
28,1223424000,-1.0,0
29,1223445600,-1.0,0
30,1223467200,-1.0,0
31,1223488800,-1.0,0
32,1223510400,-1.0,0
33,1223532000,-1.0,0
34,1223553600,-1.0,0
35,1223575200,-1.0,0
36,1223596800,-1.0,0
37,1223618400,-1.0,0
38,1223640000,-1.0,0
39,1223661600,-1.0,0
40,1223683200,-1.0,0
41,1223704800,-1.0,0
42,1223726400,-1.0,0
43,1223748000,-1.0,0
44,1223769600,-1.0,0
45,1223791200,-1.0,0
46,1223812800,-1.0,0
47,1223834400,-1.0,0
48,1223856000,-1.0,0
49,1223877600,-1.0,0
50,1223899200,-1.0,0
51,1223920800,-1.0,0
52,1223942400,-1.0,0
53,1223964000,-1.0,0
54,1223985600,-1.0,0
55,1224007200,-1.0,0
56,1224028800,-1.0,0
57,1224050400,-1.0,0
58,1224072000,-1.0,0
59,1224093600,-1.0,0
60,1224115200,-1.0,0
61,1224136800,-1.0,0
62,1224158400,-1.0,0
63,1224180000,-1.0,0
64,1224201600,-1.0,0
65,1224223200,-1.0,0
66,1224244800,-1.0,0
67,1224266400,-1.0,0
68,1224288000,-1.0,0
69,1224309600,-1.0,0
70,1224331200,-1.0,0
71,1224352800,-1.0,0
72,1224374400,-1.0,0
73,1224396000,-1.0,0
74,1224417600,-1.0,0
75,1224439200,-1.0,0
76,1224460800,-1.0,0
77,1224482400,-1.0,0
78,1224504000,-1.0,0
79,1224525600,-1.0,0
80,1224547200,-1.0,0
81,1224568800,-1.0,0
82,1224590400,-1.0,0
83,1224612000,-1.0,0
84,1224633600,-1.0,0
85,1224655200,-1.0,0
86,1224676800,-1.0,0
87,1224698400,-1.0,0
88,1224720000,-1.0,0
89,1224741600,-1.0,0
90,1224763200,-1.0,0
91,1224784800,-1.0,0
92,1224806400,-1.0,0
93,1224828000,-1.0,0
94,1224849600,-1.0,0
95,1224871200,-1.0,0
96,1224892800,-1.0,0
97,1224914400,-1.0,0
98,1224936000,-1.0,0
99,1224957600,-1.0,0
100,1224979200,-1.0,0
101,1225000800,-1.0,0
102,1225022400,-1.0,0
103,1225044000,-1.0,0
104,1225065600,-1.0,0
105,1225087200,-1.0,0
106,1225108800,-1.0,0
107,1225130400,-1.0,0
108,1225152000,-1.0,0
109,1225173600,-1.0,0
110,1225195200,-1.0,0
111,1225216800,-1.0,0
112,1225238400,-1.0,0
113,1225260000,-1.0,0
114,1225281600,-1.0,0
115,1225303200,-1.0,0
116,1225324800,-1.0,0
117,1225346400,-1.0,0
118,1225368000,-1.0,0
119,1225389600,-1.0,0
120,1225411200,-1.0,0
121,1225432800,-1.0,0
122,1225454400,-1.0,0
123,1225476000,-1.0,0
124,1225497600,-1.0,0
125,1225519200,-1.0,0
126,1225540800,-1.0,0
127,1225562400,-1.0,0
128,1225584000,-1.0,0
129,1225605600,-1.0,0
130,1225627200,-1.0,0
131,1225648800,-1.0,0
132,1225670400,-1.0,0
133,1225692000,-1.0,0
134,1225713600,-1.0,0
135,1225735200,-1.0,0
136,1225756800,-1.0,0
137,1225778400,-1.0,0
138,1225800000,-1.0,0
139,1225821600,-1.0,0
140,1225843200,-1.0,0
141,1225864800,-1.0,0
142,1225886400,-1.0,0
143,1225908000,-1.0,0
144,1225929600,-1.0,0
145,1225951200,-1.0,0
146,1225972800,-1.0,0
147,1225994400,-1.0,0
148,1226016000,-1.0,0
149,1226037600,-1.0,0
150,1226059200,-1.0,0
151,1226080800,-1.0,0
152,1226102400,-1.0,0
153,1226124000,-1.0,0
154,1226145600,-1.0,0
155,1226167200,-1.0,0
156,1226188800,-1.0,0
157,1226210400,-1.0,0
158,1226232000,-1.0,0
159,1226253600,-1.0,0
160,1226275200,-1.0,0
161,1226296800,-1.0,0
162,1226318400,-1.0,0
163,1226340000,-1.0,0
164,1226361600,-1.0,0
165,1226383200,-1.0,0
166,1226404800,-1.0,0
167,1226426400,-1.0,0
168,1226448000,-1.0,0
169,1226469600,-1.0,0
170,1226491200,-1.0,0
171,1226512800,-1.0,0
172,1226534400,-1.0,0
173,1226556000,-1.0,0
174,1226577600,-1.0,0
175,1226599200,-1.0,0
176,1226620800,-1.0,0
177,1226642400,-1.0,0
178,1226664000,-1.0,0
179,1226685600,-1.0,0
180,1226707200,-1.0,0
181,1226728800,-1.0,0
182,1226750400,-1.0,0
183,1226772000,-1.0,0
184,1226793600,-1.0,0
185,1226815200,-1.0,0
186,1226836800,-1.0,0
187,1226858400,-1.0,0
188,1226880000,-1.0,0
189,1226901600,-1.0,0
190,1226923200,-1.0,0
191,1226944800,-1.0,0
192,1226966400,-1.0,0
193,1226988000,-1.0,0
194,1227009600,-1.0,0
195,1227031200,-1.0,0
196,1227052800,-1.0,0
197,1227074400,-1.0,0
198,1227096000,-1.0,0
199,1227117600,-1.0,0
200,1227139200,-1.0,0
201,1227160800,-1.0,0
202,1227182400,-1.0,0
203,1227204000,-1.0,0
204,1227225600,-1.0,0
205,1227247200,-1.0,0
206,1227268800,-1.0,0
207,1227290400,-1.0,0
208,1227312000,-1.0,0
209,1227333600,-1.0,0
210,1227355200,-1.0,0
211,1227376800,-1.0,0
212,1227398400,-1.0,0
213,1227420000,-1.0,0
214,1227441600,-1.0,0
215,1227463200,-1.0,0
216,1227484800,-1.0,0
217,1227506400,-1.0,0
218,1227528000,-1.0,0
219,1227549600,-1.0,0
220,1227571200,-1.0,0
221,1227592800,-1.0,0
222,1227614400,-1.0,0
223,1227636000,-1.0,0
224,1227657600,-1.0,0
225,1227679200,-1.0,0
226,1227700800,-1.0,0
227,1227722400,-1.0,0
228,1227744000,-1.0,0
229,1227765600,-1.0,0
230,1227787200,-1.0,0
231,1227808800,-1.0,0
232,1227830400,-1.0,0
233,1227852000,-1.0,0
234,1227873600,-1.0,0
235,1227895200,-1.0,0
236,1227916800,-1.0,0
237,1227938400,-1.0,0
238,1227960000,-1.0,0
239,1227981600,-1.0,0
240,1228003200,-1.0,0
241,1228024800,-1.0,0
242,1228046400,-1.0,0
243,1228068000,-1.0,0
244,1228089600,-1.0,0
245,1228111200,-1.0,0
246,1228132800,-1.0,0
247,1228154400,-1.0,0
248,1228176000,-1.0,0
249,1228197600,-1.0,0
250,1228219200,-1.0,0
251,1228240800,-1.0,0
252,1228262400,-1.0,0
253,1228284000,-1.0,0
254,1228305600,-1.0,0
255,1228327200,-1.0,0
256,1228348800,-1.0,0
257,1228370400,-1.0,0
258,1228392000,-1.0,0
