,timestamp,signal,anomaly
0,1222819200,-0.6470588235293917,0
1,1222840800,-0.6470588235293917,0
2,1222862400,-0.6470588235293917,0
3,1222884000,-0.6470588235293917,0
4,1222905600,-0.6470588235293917,0
5,1222927200,-0.6470588235293917,0
6,1222948800,-0.6470588235293917,0
7,1222970400,-0.6470588235293917,0
8,1222992000,-0.7647058823529278,0
9,1223013600,-0.6470588235293917,0
10,1223035200,-0.6470588235293917,0
11,1223056800,-0.6470588235293917,0
12,1223078400,-0.7647058823529278,0
13,1223100000,-0.6470588235293917,0
14,1223121600,-0.7647058823529278,0
15,1223143200,-0.6470588235293917,0
16,1223164800,-0.7647058823529278,0
17,1223186400,-0.7647058823529278,0
18,1223208000,-0.7647058823529278,0
19,1223229600,-0.7647058823529278,0
20,1223251200,-0.6470588235293917,0
21,1223272800,-0.7647058823529278,0
22,1223294400,-0.7647058823529278,0
23,1223316000,-0.7647058823529278,0
24,1223337600,-0.7647058823529278,0
25,1223359200,-0.7647058823529278,0
26,1223380800,-0.7647058823529278,0
27,1223402400,-0.7647058823529278,0
28,1223424000,-0.7647058823529278,0
29,1223445600,-0.7647058823529278,0
30,1223467200,-0.7647058823529278,0
31,1223488800,-0.7647058823529278,0
32,1223510400,-0.7647058823529278,0
33,1223532000,-0.7647058823529278,0
34,1223553600,-0.7647058823529278,0
35,1223575200,-0.7647058823529278,0
36,1223596800,-0.7647058823529278,0
37,1223618400,-0.7647058823529278,0
38,1223640000,-0.7647058823529278,0
39,1223661600,-0.7647058823529278,0
40,1223683200,-0.7647058823529278,0
41,1223704800,-0.7647058823529278,0
42,1223726400,-0.7647058823529278,0
43,1223748000,-0.7647058823529278,0
44,1223769600,-0.7647058823529278,0
45,1223791200,-0.7647058823529278,0
46,1223812800,-0.7647058823529278,0
47,1223834400,-0.7647058823529278,0
48,1223856000,-0.7647058823529278,0
49,1223877600,-0.7647058823529278,0
50,1223899200,-0.7647058823529278,0
51,1223920800,-0.7647058823529278,0
52,1223942400,-0.7647058823529278,0
53,1223964000,-0.8823529411764639,0
54,1223985600,-0.7647058823529278,0
55,1224007200,-0.7647058823529278,0
56,1224028800,-0.7647058823529278,0
57,1224050400,-0.7647058823529278,0
58,1224072000,-0.7647058823529278,0
59,1224093600,-0.7647058823529278,0
60,1224115200,-0.7647058823529278,0
61,1224136800,-0.7647058823529278,0
62,1224158400,-0.7647058823529278,0
63,1224180000,-0.7647058823529278,0
64,1224201600,-0.7647058823529278,0
65,1224223200,-0.7647058823529278,0
66,1224244800,-0.8823529411764639,0
67,1224266400,-0.8823529411764639,0
68,1224288000,-0.8823529411764639,0
69,1224309600,-0.7647058823529278,0
70,1224331200,-0.7647058823529278,0
71,1224352800,-0.7647058823529278,0
72,1224374400,-0.7647058823529278,0
73,1224396000,-0.7647058823529278,0
74,1224417600,-0.8823529411764639,0
75,1224439200,-0.8823529411764639,0
76,1224460800,-0.8823529411764639,0
77,1224482400,-0.8823529411764639,0
78,1224504000,-0.8823529411764639,0
79,1224525600,-0.8823529411764639,0
80,1224547200,-0.8823529411764639,0
81,1224568800,-0.7647058823529278,0
82,1224590400,-0.8823529411764639,0
83,1224612000,-0.8823529411764639,0
84,1224633600,-0.7647058823529278,0
85,1224655200,-0.7647058823529278,0
86,1224676800,-0.7647058823529278,0
87,1224698400,-0.7647058823529278,0
88,1224720000,-0.6470588235293917,0
89,1224741600,-0.6470588235293917,0
