reconstructed,timestamp,signal
0.795039713382721,1386018900,0.6754244391762585
0.7951318025588989,1386019200,0.6845252374176375
0.7955679893493652,1386019500,0.6956905711891083
0.7957302331924438,1386019800,0.7146384681355171
0.7960814833641052,1386020100,0.7258117755358241
0.7960169911384583,1386020400,0.7199915952381988
0.7961812615394592,1386020700,0.7346437343210311
0.7962813377380371,1386021000,0.734672333677413
0.7961515784263611,1386021300,0.7354296382374611
0.7962104082107544,1386021600,0.7272840442733655
0.7964496612548828,1386021900,0.7394686210102682
0.7967653274536133,1386022200,0.7274873350694896
0.7966131567955017,1386022500,0.725550533577965
0.7972814440727234,1386022800,0.7396504127005762
0.7970077991485596,1386023100,0.7356585733740199
0.7971325516700745,1386023400,0.7366118012512451
0.7971770763397217,1386023700,0.74548486340718
0.797406017780304,1386024000,0.7450151942117597
0.7974234819412231,1386024300,0.7479972411929022
0.7972990870475769,1386024600,0.7338118456996988
0.7974221110343933,1386024900,0.7487135729896237
0.7975189089775085,1386025200,0.7439459546391105
0.7976472973823547,1386025500,0.7349552406782616
0.7974061965942383,1386025800,0.7425817148538272
0.7972248196601868,1386026100,0.7485343910982897
0.7972133755683899,1386026400,0.7508505461094331
0.7972075343132019,1386026700,0.7439297184477979
0.7971110343933105,1386027000,0.7614065486206069
0.7973846793174744,1386027300,0.7438260641857516
0.7970077991485596,1386027600,0.7578156033567975
0.797461211681366,1386027900,0.7483015270280028
0.7976881861686707,1386028200,0.7467890148614152
0.797495424747467,1386028500,0.7455973731329275
0.7975845336914062,1386028800,0.7500382286783326
0.7978716492652893,1386029100,0.7551835501031369
0.7976445555686951,1386029400,0.7605566041367853
0.7978649735450745,1386029700,0.7637022109546224
0.7983041405677795,1386030000,0.749839590230601
0.7980281710624695,1386030300,0.75918766154543
0.7982136607170105,1386030600,0.765743980768991
0.7982268929481506,1386030900,0.7674518321839736
0.7979825735092163,1386031200,0.7538132818936384
0.7980450391769409,1386031500,0.7607801059114838
0.7983192801475525,1386031800,0.7627717969017458
0.7980785369873047,1386032100,0.7706051466237741
0.7981082797050476,1386032400,0.7654319259546367
0.798170804977417,1386032700,0.7649014831621408
0.7981859445571899,1386033000,0.7643880086201404
0.7978946566581726,1386033300,0.7808128137456152
0.7980744242668152,1386033600,0.7823280280759793
0.7980179190635681,1386033900,0.7760075447578789
0.7979487180709839,1386034200,0.7819346761678334
0.7978795170783997,1386034500,0.7729749073286727
0.798330545425415,1386034800,0.7749164759903483
0.7984987497329712,1386035100,0.7675431974170941
0.7984433174133301,1386035400,0.7818931362489134
0.798190712928772,1386035700,0.7828497206423924
0.7981529235839844,1386036000,0.7800981011987845
0.7979214191436768,1386036300,0.7788460942327654
0.7980814576148987,1386036600,0.7832039214315939
0.7980865836143494,1386036900,0.7775379854682299
0.7979146242141724,1386037200,0.7785933509642885
0.7975704669952393,1386037500,0.7900704598247651
0.7972062230110168,1386037800,0.7920211102110216
0.7971751093864441,1386038100,0.7917011683069798
0.7967143058776855,1386038400,0.7943040635052595
0.7965043783187866,1386038700,0.7913191386511027
0.7964988350868225,1386039000,0.7938582482952911
0.7958426475524902,1386039300,0.7930597300529401
0.7952934503555298,1386039600,0.8027700841241767
0.7955083847045898,1386039900,0.7979676514781804
0.7953251004219055,1386040200,0.7975667005683271
0.7943698167800903,1386040500,0.813138568891056
0.7942611575126648,1386040800,0.8129108766859401
0.7933292388916016,1386041100,0.8208366159225875
0.7926812171936035,1386041400,0.8071436999725531
0.7923888564109802,1386041700,0.8237744046595421
0.7917237877845764,1386042000,0.8148196613864706
0.7909781336784363,1386042300,0.8235326463191823
0.79026859998703,1386042600,0.8281390420477508
0.7900157570838928,1386042900,0.8208300659144263
0.7893896102905273,1386043200,0.8308339457440937
0.789193332195282,1386043500,0.8345261720676925
0.7884097695350647,1386043800,0.8215864963445066
0.7880074381828308,1386044100,0.8334962009727249
