reconstructed,timestamp,signal
0.6159411668777466,1386018900,0.6754244391762585
0.5849779844284058,1386019200,0.6845252374176375
0.5587244033813477,1386019500,0.6956905711891083
0.5881295204162598,1386019800,0.7146384681355171
0.5662107467651367,1386020100,0.7258117755358241
0.5897563695907593,1386020400,0.7199915952381988
0.5952045321464539,1386020700,0.7346437343210311
0.5256279110908508,1386021000,0.734672333677413
0.5501096248626709,1386021300,0.7354296382374611
0.5892099142074585,1386021600,0.7272840442733655
0.5683311223983765,1386021900,0.7394686210102682
0.5772523283958435,1386022200,0.7274873350694896
0.6005496382713318,1386022500,0.725550533577965
0.6036429405212402,1386022800,0.7396504127005762
0.6016902327537537,1386023100,0.7356585733740199
0.5473951697349548,1386023400,0.7366118012512451
0.5819146633148193,1386023700,0.74548486340718
0.559329628944397,1386024000,0.7450151942117597
0.5875368714332581,1386024300,0.7479972411929022
0.5733217000961304,1386024600,0.7338118456996988
0.5931055545806885,1386024900,0.7487135729896237
0.5661206245422363,1386025200,0.7439459546391105
0.613650381565094,1386025500,0.7349552406782616
0.5164301991462708,1386025800,0.7425817148538272
0.5762264728546143,1386026100,0.7485343910982897
0.5566685795783997,1386026400,0.7508505461094331
0.5495173931121826,1386026700,0.7439297184477979
0.5434891581535339,1386027000,0.7614065486206069
0.5367867350578308,1386027300,0.7438260641857516
0.5478858947753906,1386027600,0.7578156033567975
0.5296872854232788,1386027900,0.7483015270280028
0.5949044823646545,1386028200,0.7467890148614152
0.6052181124687195,1386028500,0.7455973731329275
0.5906304121017456,1386028800,0.7500382286783326
0.6155497431755066,1386029100,0.7551835501031369
0.5847152471542358,1386029400,0.7605566041367853
0.5512522459030151,1386029700,0.7637022109546224
0.5438655614852905,1386030000,0.749839590230601
0.5763811469078064,1386030300,0.75918766154543
0.5812957882881165,1386030600,0.765743980768991
0.588697075843811,1386030900,0.7674518321839736
0.5799882411956787,1386031200,0.7538132818936384
0.5939549803733826,1386031500,0.7607801059114838
0.538825273513794,1386031800,0.7627717969017458
0.6046725511550903,1386032100,0.7706051466237741
0.5802221298217773,1386032400,0.7654319259546367
0.5796688795089722,1386032700,0.7649014831621408
0.5557597875595093,1386033000,0.7643880086201404
0.5917612314224243,1386033300,0.7808128137456152
0.5672242045402527,1386033600,0.7823280280759793
0.5429838299751282,1386033900,0.7760075447578789
0.5660256147384644,1386034200,0.7819346761678334
0.5446858406066895,1386034500,0.7729749073286727
0.5579535365104675,1386034800,0.7749164759903483
0.5908173322677612,1386035100,0.7675431974170941
0.5417065620422363,1386035400,0.7818931362489134
0.5568278431892395,1386035700,0.7828497206423924
0.6046286821365356,1386036000,0.7800981011987845
0.5706050992012024,1386036300,0.7788460942327654
0.533076286315918,1386036600,0.7832039214315939
0.577162504196167,1386036900,0.7775379854682299
0.5984286665916443,1386037200,0.7785933509642885
0.5902920961380005,1386037500,0.7900704598247651
0.5790997743606567,1386037800,0.7920211102110216
0.6122561097145081,1386038100,0.7917011683069798
0.5792567729949951,1386038400,0.7943040635052595
0.5508692264556885,1386038700,0.7913191386511027
0.5711084604263306,1386039000,0.7938582482952911
0.5665141344070435,1386039300,0.7930597300529401
0.5961155891418457,1386039600,0.8027700841241767
0.5486854910850525,1386039900,0.7979676514781804
0.5737455487251282,1386040200,0.7975667005683271
0.5629830360412598,1386040500,0.813138568891056
0.6142533421516418,1386040800,0.8129108766859401
0.5703699588775635,1386041100,0.8208366159225875
0.5723485946655273,1386041400,0.8071436999725531
0.6143568158149719,1386041700,0.8237744046595421
0.5771631598472595,1386042000,0.8148196613864706
0.566643238067627,1386042300,0.8235326463191823
0.544504702091217,1386042600,0.8281390420477508
0.5463879704475403,1386042900,0.8208300659144263
0.5904074311256409,1386043200,0.8308339457440937
0.5724509358406067,1386043500,0.8345261720676925
0.5621381998062134,1386043800,0.8215864963445066
0.5579375624656677,1386044100,0.8334962009727249
0.5737643241882324,1386044400,0.8404281850434178
0.556293249130249,1386044700,0.8289118363637182
0.5052897334098816,1386045000,0.8419941613967485
0.5935634970664978,1386045300,0.8318236670205884
0.577556312084198,1386045600,0.8388132874797828
